year,annual_cost_increase,total_costs,initial_cost,continuing_cost,last_year_cost,is_trend_incidence,is_trend_survival,continuing_to_initial_ratio,last_year_to_initial_ratio,initial_cost_pct,continuing_cost_pct,last_year_cost_pct,cancer_site_AllSites,cancer_site_Bladder,cancer_site_Brain,cancer_site_Breast,cancer_site_Cervix,cancer_site_Colorectal,cancer_site_Esophagus,cancer_site_Head_Neck,cancer_site_Kidney,cancer_site_Leukemia,cancer_site_Lung,cancer_site_Lymphoma,cancer_site_Melanoma,cancer_site_Other,cancer_site_Ovary,cancer_site_Pancreas,cancer_site_Prostate,cancer_site_Stomach,cancer_site_Uterus,sex_Both sexes,sex_Females,sex_Males,age_All ages,scenario_base_case,scenario_trend_both,scenario_trend_incidence,scenario_trend_survival
2012,0.0,3587.9,1002.6,1026.1,1559.1,True,True,1.023439058448035,1.5550568521843207,27.94392262883581,28.598901864600457,43.45438836087962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,3686.8,1043.1,1026.1,1617.5,True,True,0.9837024254625635,1.5506662831943248,28.29282846913312,27.83172398828252,43.872735163285235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,3838.8,1105.4,1026.1,1707.3,True,True,0.9282612628912609,1.5445087751040345,28.79545691361884,26.729707200166715,44.474835886214436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,0.0,4050.5,1178.5,1707.1,1165.0,False,False,1.448536274925753,0.9885447602885024,29.095173435378346,42.14541414640168,28.761881249228487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,0.0,4336.5,1363.7,1757.9,1215.0,True,False,1.2890665102295227,0.8909584219403094,31.447019485760407,40.537299665628964,28.017986855759254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,0.0,4086.3,1178.5,1728.2,1179.6,False,True,1.4664403903266865,1.0009333899024182,28.840271149940044,42.292538482245554,28.8671903678144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2012,0.0,4376.0,1363.7,1781.2,1231.2,True,True,1.3061523795556207,0.9028378675661802,31.163162705667276,40.70383912248629,28.13528336380256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,4468.6,1418.8,1781.2,1268.6,True,True,1.2554271215111363,0.894135889484071,31.750436378284025,39.86035894911157,28.38920467260439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,4610.8,1503.4,1781.2,1326.2,True,True,1.1847811626978848,0.8821338299853665,32.60605534831266,38.631040166565455,28.762904485121886,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,0.0,5727.2,821.7,2224.1,2681.4,False,False,2.7067056103200677,3.2632347572106606,14.347325045397403,38.83398519346277,46.81868976113982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,0.0,5571.5,781.3,2177.1,2613.2,True,False,2.7865096633815436,3.3446819403558172,14.023153549313468,39.07565287624518,46.90298842322534,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,0.0,5790.0,821.7,2251.4,2717.0,False,True,2.7399294146282096,3.3065595716198124,14.191709844559586,38.884283246977546,46.92573402417962,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2012,0.0,5631.6,781.3,2203.2,2647.1,True,True,2.819915525406374,3.3880711634455394,13.87349953831948,39.12209673982527,47.00440372185524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,5759.6,812.8,2203.2,2743.5,True,True,2.7106299212598426,3.3753690944881893,14.11209111743871,38.252656434474616,47.63351621640391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,5956.3,861.4,2203.2,2891.7,True,True,2.5576967726956115,3.3569770141629904,14.461998220371704,36.98940617497439,48.54859560465389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,0.0,12627.8,5470.9,1922.5,5234.5,False,False,0.351404704893162,0.9567895593046849,43.324252838974324,15.22434628359651,41.452192781006985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,0.0,11536.5,4805.4,1856.4,4874.7,True,False,0.38631539518042207,1.0144212760644276,41.653881159797166,16.09153556104538,42.25458327915745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,0.0,12761.5,5470.9,1960.4,5330.2,False,True,0.3583322670858543,0.974282110804438,42.870352231320766,15.361830505818283,41.767817262860945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2012,0.0,11655.4,4805.4,1890.3,4959.7,True,True,0.3933699587963541,1.032109709909685,41.22895825111107,16.218233608456167,42.55280814043276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,12036.3,4999.5,1890.3,5146.4,True,True,0.37809780978097807,1.0293829382938293,41.53685102564742,15.704992397996062,42.757325756254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,12621.7,5298.0,1890.3,5433.4,True,True,0.35679501698754246,1.0255568138920346,41.97532820460001,14.976587939817932,43.04808385558205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,0.0,12759.5,3267.6,5155.5,4336.4,False,False,1.5777634961439588,1.3270902191210674,25.60915396371331,40.40518829107724,33.985657745209444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,0.0,12670.7,3210.3,5141.4,4319.0,True,False,1.6015325670498082,1.3453571317322368,25.336406039129646,40.57707940366356,34.08651455720678,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,0.0,12848.2,3267.6,5201.6,4379.0,False,True,1.5918717101236384,1.3401273105643285,25.43235628337043,40.48504848928254,34.08259522734702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2012,0.0,12758.6,3210.3,5187.2,4361.2,True,True,1.615799146497212,1.3585023206553903,25.16185161381343,40.656498361889234,34.18243380935212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,13043.0,3340.0,5187.2,4515.8,True,True,1.5530538922155688,1.3520359281437127,25.60760561220578,39.76999156635743,34.622402821436786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,13480.1,3539.3,5187.2,4753.6,True,True,1.4656005424801513,1.3430904416127483,26.25573994258203,38.480426703066,35.26383335435197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,0.0,2527.6,507.5,1671.9,348.2,False,False,3.2943842364532023,0.6861083743842364,20.078335179617028,66.14575090995412,13.775913910428866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,0.0,2693.1,607.8,1716.0,369.3,True,False,2.8232971372161897,0.6076011846001975,22.568786899855183,63.71839144480339,13.712821655341429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,0.0,2531.2,507.5,1674.7,349.0,False,True,3.2999014778325124,0.6876847290640394,20.049778761061948,66.16229456384323,13.787926675094816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2012,0.0,2697.2,607.8,1719.2,370.2,True,True,2.8285620269825604,0.6090819348469891,22.53448020169064,63.74017499629245,13.725344802016906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,2735.8,632.4,1719.2,384.2,True,True,2.718532574320051,0.6075268817204301,23.11572483368667,62.840850939396155,14.04342422691717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,2795.2,670.2,1719.2,405.9,True,True,2.5652044165920618,0.6056401074306177,23.976817401259304,61.50543789353178,14.52132226674299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,0.0,5314.0,1426.2,1719.6,2168.2,False,False,1.205721497686159,1.5202636376384797,26.83853970643583,32.35980429055325,40.80165600301091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2012,0.0,4699.3,1014.6,1654.8,2029.9,True,False,1.6309875813128325,2.0006899270648533,21.590449641435956,35.21375524014215,43.19579511842189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2012,0.0,5363.7,1426.2,1738.9,2198.6,False,True,1.2192539615762166,1.5415790211751506,26.589854018681137,32.41978485001026,40.99036113130861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2012,0.0,4739.3,1014.6,1670.4,2054.4,True,True,1.6463630987581312,2.0248373743347132,21.408224843331293,35.24571139197772,43.34817378093811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2012,2.0,4859.9,1055.6,1670.4,2134.0,True,True,1.5824175824175826,2.021599090564608,21.720611535216776,34.37107759418919,43.910368526101365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2012,5.0,5045.3,1118.6,1670.4,2256.4,True,True,1.4932951904165923,2.017164312533524,22.17112956613085,33.108041147206315,44.722811329356034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2012,0.0,2381.2,1494.2,110.8,776.2,False,False,0.07415339312006425,0.5194753045107751,62.74987401310265,4.653116075928104,32.59700991096926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2012,0.0,2363.8,1482.0,110.5,771.3,True,False,0.07456140350877193,0.5204453441295547,62.69565953126322,4.6746763685590995,32.62966410017768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2012,0.0,2471.5,1494.2,130.1,847.2,False,True,0.0870700040155267,0.5669923704992639,60.457212219300025,5.264009710702003,34.278778069997976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2012,0.0,2453.5,1482.0,129.6,841.9,True,True,0.0874493927125506,0.5680836707152497,60.40350519665784,5.282249847157122,34.31424495618504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,2545.7,1541.9,129.6,874.2,True,True,0.0840521434593683,0.5669628380569427,60.568802294064504,5.090937659582826,34.340260046352675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,2687.5,1633.9,129.6,923.9,True,True,0.07931941979313299,0.5654568823061387,60.796279069767444,4.822325581395349,34.37767441860465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2012,0.0,12605.1,4799.9,6629.2,1176.0,False,False,1.381112106502219,0.2450051042730057,38.07903150312175,52.59141141284083,9.329557084037413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
2012,0.0,12309.8,4577.2,6566.0,1166.6,True,False,1.434501441929564,0.2548719741326575,37.18338234577329,53.33961559083007,9.477002063396643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2012,0.0,12619.3,4799.9,6641.5,1178.0,False,True,1.3836746598887477,0.2454217796204088,38.03618267257296,52.62970212293868,9.334907641469812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
2012,0.0,12323.7,4577.2,6578.0,1168.5,True,True,1.4371231320457922,0.255287075067727,37.14144291081412,53.37682676468918,9.4817303244967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2012,2.0,12519.1,4762.1,6578.0,1179.0,True,True,1.3813233657420045,0.2475798492261817,38.03867690169421,52.543713206220886,9.417609892084894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2012,5.0,12819.5,5046.4,6578.0,1195.1,True,True,1.3035034876347495,0.2368222891566265,39.36502983735715,51.31245368384102,9.322516478801825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2012,0.0,1897.5,866.0,240.3,791.1,False,False,0.2774826789838337,0.9135103926096998,45.638998682476945,12.66403162055336,41.69169960474308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
2012,0.0,1718.4,748.2,232.1,738.2,True,False,0.3102111734830259,0.9866345896819032,43.540502793296085,13.506750465549347,42.95856610800745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
2012,0.0,1932.6,866.0,247.9,818.6,False,True,0.28625866050808313,0.9452655889145497,44.81010038290386,12.827279312842805,42.35744592776571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2012,0.0,1750.1,748.2,239.0,762.9,True,True,0.3194333066025127,1.0196471531676021,42.75184275184276,13.656362493571796,43.59179475458546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2012,2.0,1807.6,778.4,239.0,790.2,True,True,0.30704008221993834,1.0151593011305242,43.06262447444125,13.22195175923877,43.71542376631999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2012,5.0,1895.9,824.8,239.0,832.1,True,True,0.28976721629485935,1.0088506304558682,43.50440424073,12.606150113402606,43.8894456458674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2012,0.0,2688.8,1104.1,805.6,779.1,False,False,0.7296440539806178,0.7056426048365185,41.062927700089254,29.96132103540613,28.975751264504613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2012,0.0,2588.8,1032.0,792.6,764.2,True,False,0.7680232558139535,0.7405038759689923,39.86402966625463,30.616501854140914,29.51946847960445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
2012,0.0,2687.9,1104.1,804.8,779.0,False,True,0.7289194819309845,0.7055520333303144,41.07667695970832,29.941590088916996,28.981732951374678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2012,0.0,2587.9,1032.0,791.8,764.1,True,True,0.7672480620155039,0.7404069767441861,39.87789327253758,30.596236330615557,29.525870396846866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
2012,2.0,2655.9,1073.7,791.8,790.4,True,True,0.7374499394616745,0.7361460370680822,40.42697390715012,29.81286946044655,29.76015663240333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
2012,5.0,2760.4,1137.8,791.8,830.8,True,True,0.6959043768676393,0.7301810511513447,41.218663961744674,28.684248659614546,30.097087378640776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
2012,0.0,20854.6,4115.5,11428.3,5310.8,False,False,2.7768922366662614,1.2904385858340421,19.73425527221812,54.79990026181274,25.46584446596914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,0.0,22115.8,4474.6,11750.9,5890.4,True,False,2.6261341795914714,1.3164081705627317,20.232593892149506,53.13350636196746,26.634351911303227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,0.0,21667.5,4115.5,12110.1,5441.9,False,True,2.94255861985178,1.3222937674644635,18.99388485058267,55.89061959155417,25.11549555786316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2012,0.0,22954.6,4474.6,12423.1,6056.9,True,True,2.7763598980914495,1.3536182005095425,19.4932606100738,54.12030704085456,26.386432349071647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,2.0,23306.8,4655.3,12423.1,6228.3,True,True,2.668592786716216,1.3378944428930466,19.973999004582353,53.30246966550535,26.72310227058198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,5.0,23848.2,4933.2,12423.1,6491.9,True,True,2.518264007135328,1.315961242195735,20.685837924874832,52.092401103647234,27.221760971477927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,0.0,134173.6,42703.9,50949.8,40519.8,False,False,1.1930947758869799,0.9488547884385268,31.827349046310154,37.973043877484095,30.199532545895764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2013,0.0,130123.0,39662.8,50552.4,39907.9,True,False,1.274554494387688,1.006179593977228,30.481006432375523,38.84970374184425,30.669366676144875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2013,0.0,136297.1,42703.9,52238.5,41354.6,False,True,1.2232723474905103,0.9684033542603836,31.331481007299494,38.32693432215359,30.341511301414336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2013,0.0,132158.3,39662.8,51801.0,40694.4,True,True,1.3060348739877163,1.026009258045322,30.01158459211416,39.196176100933506,30.79216364011947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,2.0,136679.1,42090.5,51801.0,42787.6,True,True,1.230705266033903,1.016561932027417,30.795125223973525,37.8997227813177,31.305151994708773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,5.0,143800.5,45914.7,51801.0,46084.8,True,True,1.1282007723016811,1.0037046958817113,31.92944391709347,36.02282328642807,32.047732796478456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,0.0,4198.5,1037.2,1996.4,1164.9,False,False,1.9247975318164288,1.1231199382954107,24.70406097415744,47.5503155889008,27.74562343694177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2013,0.0,4026.0,948.4,1946.1,1131.6,True,False,2.051982285955293,1.1931674398987768,23.556880278191752,48.338301043219076,28.107302533532042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2013,0.0,4217.8,1037.2,2008.5,1172.0,False,True,1.9364635557269572,1.1299652911685305,24.591019014652186,47.61961212006259,27.78699796102233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2013,0.0,4044.2,948.4,1957.6,1138.3,True,True,2.064107971320118,1.200231969633066,23.450867909598934,48.40512338657831,28.146481380742795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,2.0,4154.4,1006.4,1957.6,1190.5,True,True,1.9451510333863276,1.182929252782194,24.224918159060273,47.121124590795304,28.65636433660697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,5.0,4328.1,1097.9,1957.6,1272.7,True,True,1.7830403497586298,1.1592130430822478,25.366789122247635,45.23000854878583,29.40551281162635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,0.0,4788.6,1318.5,1151.8,2318.3,False,False,0.8735684489950701,1.7582859309821768,27.53414359102869,24.05295911122248,48.41289729774882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2013,0.0,4725.2,1277.8,1147.4,2300.0,True,False,0.8979496008765065,1.799968696196588,27.04224159823923,24.28257004994498,48.6751883518158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2013,0.0,4865.0,1318.5,1171.6,2374.9,False,True,0.8885855138414864,1.8012135001896095,27.10174717368962,24.082219938335044,48.81603288797534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2013,0.0,4800.1,1277.8,1166.8,2355.5,True,True,0.9131319455313821,1.843402723430897,26.620278744192827,24.30782692027249,49.07189433553467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,2.0,5016.0,1356.0,1166.8,2493.3,True,True,0.8604719764011799,1.8387168141592922,27.033492822966508,23.261562998405104,49.70693779904307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,5.0,5356.2,1479.2,1166.8,2710.3,True,True,0.7888047593293672,1.8322742022714982,27.61659385385161,21.7841006683843,50.601172473021926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,0.0,17715.9,6297.3,7391.7,4026.9,False,False,1.1737887666142632,0.6394645324186556,35.54603491778572,41.72353648417523,22.730428598039047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2013,0.0,16875.9,5774.2,7198.6,3903.1,True,False,1.2466835232586333,0.6759551106646808,34.21565664646033,42.65609537861684,23.128247974922818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2013,0.0,17756.8,6297.3,7417.9,4041.7,False,True,1.1779492798500943,0.6418147460022549,35.46416020904668,41.77498197873491,22.761420976752568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2013,0.0,16914.4,5774.2,7223.2,3917.0,True,True,1.2509438536940183,0.6783623705448374,34.13777609610745,42.7044411862082,23.157782717684338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,2.0,17501.3,6127.7,7223.2,4150.5,True,True,1.1787783344484881,0.6773340731432674,35.012827618519765,41.27236262449075,23.71538114311508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,5.0,18426.0,6684.4,7223.2,4518.4,True,True,1.0806055891329065,0.6759619412363114,36.27699989145772,39.20112883968306,24.52187126885922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,0.0,1545.2,495.0,365.0,685.2,False,False,0.7373737373737373,1.3842424242424243,32.03468806626974,23.62153766502718,44.343774268703086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2013,0.0,1340.6,355.7,346.9,638.1,True,False,0.9752600506044419,1.793927466966545,26.532895718335077,25.876473220945844,47.598090407280324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2013,0.0,1546.1,495.0,365.2,686.0,False,True,0.7377777777777778,1.385858585858586,32.016040359614514,23.620723109760043,44.36970441756679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2013,0.0,1341.4,355.7,347.0,638.7,True,True,0.9755411863930279,1.7956142816980603,26.517071716117485,25.86849560161026,47.61443268227225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,2.0,1398.9,377.5,347.0,674.4,True,True,0.919205298013245,1.7864900662251655,26.985488598184286,24.805204088927013,48.2093073128887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,5.0,1489.5,411.7,347.0,730.7,True,True,0.842846733058052,1.7748360456643189,27.64014770057066,23.296408190668007,49.056730446458545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2013,0.0,14979.2,6270.3,4155.4,4553.5,False,False,0.6627115130057573,0.7262012981835,41.86004593035676,27.741134372997216,30.39881969664601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2013,0.0,13584.3,5321.0,3984.7,4278.7,True,False,0.7488629956775041,0.8041157677128359,39.170218561133076,29.333127213032697,31.4973903697651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2013,0.0,15098.1,6270.3,4210.4,4617.3,False,True,0.6714830231408385,0.7363762499401942,41.53039124128202,27.886952662917846,30.581993760804338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2013,0.0,13690.4,5321.0,4033.8,4335.6,True,True,0.7580905844766022,0.814809246382259,38.86665108397125,29.464442236895927,31.668906679132824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,2.0,14219.0,5646.7,4033.8,4538.5,True,True,0.7143641418881825,0.8037437795526591,39.71235670581616,28.369083620507773,31.918559673676068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,5.0,15051.8,6159.7,4033.8,4858.2,True,True,0.6548695553354872,0.7887072422358231,40.92334471624656,26.799452557169246,32.27653835421677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,0.0,1462.6,617.2,168.2,677.2,False,False,0.2725210628645495,1.0972132209980556,42.19882401203337,11.500068371393409,46.30110761657323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2013,0.0,1437.2,602.1,166.6,668.5,True,False,0.27669822288656365,1.1102806842717157,41.8939604787086,11.591984414138603,46.5140551071528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2013,0.0,1549.2,617.2,187.1,744.9,False,True,0.3031432274789371,1.2069021386908618,39.83991737671056,12.07720113607023,48.08288148721921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
